oid,prno,hospitalname,address,city,state,zip,countryname,phone,hospitaltype,hospitalowner,emergencyservice,condition,mc,measurename,score,sample,stateavg
84,10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,AiL,35631,LAUDERDALE,2567688400***,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Pneumonia,HF-3,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,96%,200 patients,AL_PN-5C
85,10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,AL,35631,LAUDERDALE,2567868400,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Pneumonia,AMI-5,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),91%,138 patients,AL_PN-6
86,10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,LA,35631,LAUDERDALE,2567688400,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Pneumonia,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,88%,85 patients,AL_PN-7
87,10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,LA,35631,LAUDERDALE,256688400,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,AMI-8A,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54 who were kept on the beta blockers during the period just before and after their surgery,96%,107 patients,AL_SCIP-CARD-2
88,20017,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,LA,35631,LAUDERDALE,d2567688400,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,99%,457 patients,AL_SCIP-INF-1
89,10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,AL,35631,LAUDERDALE,256768800,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,AMI-5,surgery patients who were given the  right kind  of antibiotic to help prevent infection,99%,462 patients,AL_SCIP-INF-2
90,10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,LA,35631,LAUDERDALE,25a67688400,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,AMI-2,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),94%,439 patients,AL_SCIP-INF-3
91,10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,LA,35631,LAUDERDALE,267688400,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,HF-1,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,89%,130 patients,AL_SCIP-INF-4
92,10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,AL,35631,LAUDERDALE,25d67688400,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54 who had hair removed using a safer method (electric clippers or hair removal cream sC not a razor),100%,619 patients,AL_SCIP-INF-6
93,10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,LA,35631,LAUDERDALE,2567688400,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,HF-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,95%,242 patients,AL_SCIP-VTE-1
94,10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,LA,35631,LAUDERDALE,2567688400***,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,92%,242 patients,AL_SCIP-VTE-2
95,20018,MIZELL MEMORIAL HOSPITAL,1720 UNIVERSITY BLVD,OPP,AL,48157,COVINGTON,3344933541,Acute Care Hospitals,Voluntary non-profit - Private,No,Heart Attack,AMI-1,Heart Attack Patients Given Aspirin at Arrival,60%,5 patients,AL_AMI-1
96,10007,MIZELL MEMORIAL HOSPITAL,1720 UNIVERSITY BLVD,OPP,AL,36467,COVINGTON,3344933541,Acute Care Hospitals,Voluntary non-profit - Private,No,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,50%,2 patients,AL_AMI-2
97,10007,MIZELL MEMORIAL HOSPITAL,1720 UNIVERSITY BLVD,OPP,AL,36467,COVINGTON,3344933541,Acute Care Hospitals,Voluntary non-profit - Private,No,Heart Attack,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),,0 patients,AL_AMI-3
98,10007,MIZELL MEMORIAL HOSPITAL,1720 UNIVERSITY BLVD,OPP,AL,36467,COVINGTON,3344933541,Acute Care Hospitals,Voluntary non-profit - Private,No,Heart Attack,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,,0 patients,AL_AMI-4
99,10007,MIZELL MEMORIAL HOSPITAL,1720 UNIVERSITY BLVD,OPP,AL,36467,COVINGTON,3344933541,Acute Care Hospitals,Voluntary non-profit - Private,No,Heart Attack,AMI-2,Heart Attack Patients Given Beta Blocker at Discharge,100%,2 patients,AL_AMI-5
100,10007,MIZELL MEMORIAL HOSPITAL,1720 UNIVERSITY BLVD,OPP,AL,36467,COVINGTON,3344933541,Acute Care Hospitals,Voluntary non-profit - Private,No,Heart Attack,AMI-2,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,,0 patients,AL_AMI-7A
101,10007,MIZELL MEMORIAL HOSPITAL,702 N MAIN ST,OPP,AL,36467,COVINGTON,3344933541,Acute Care Hospitals,Voluntary non-profit - Private,No,Heart Attack,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,,0 patients,AL_AMI-8A
102,10007,MIZELL MEMORIAL HOSPITAL,1720 UNIVERSITY BLVD,OPP,AL,36467,COVINGTON,3344933541,Acute Care Hospitals,Voluntary non-profit - Private,No,Heart Failure,AMI-3,Heart Failure Patients Given Discharge Instructions,98%,59 patients,AL_HF-1
103,10007,MIZELL MEMORIAL HOSPITAL,1720 UNIVERSITY BLVD,OPP,AL,36467,COVINGTON,3344933541,Acute Care Hospitals,Voluntary non-profit - Private,No,Heart Failure,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,87%,76 patients,AL_HF-2
104,10007,MIZELL MEMORIAL HOSPITAL,702 N MAIN ST,OPP,AL,36467,COVINGTON,3344933541,Acute Care Hospitals,Voluntary non-profit - Private,No,Heart Failure,AMI-4,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),64%,14 patients,AL_HF-3
105,10007,MIZELL MEMORIAL HOSPITAL,1720 UNIVERSITY BLVD,OPP,AL,36467,COVINGTON,3344933541,Acute Care Hospitals,Voluntary non-profit - Private,No,Heart Failure,AMI-3,Heart Failure Patients Given Smoking Cessation Advice/Counseling,100%,8 patients,AL_HF-4
106,10007,MIZELL MEMORIAL HOSPITAL,1720 UNIVERSITY BLVD,OPP,AL,36467,COVINGTON,3344933541,Acute Care Hospitals,Voluntary non-profit - Private,No,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,87%,85 patients,AL_PN-2
107,10007,MIZELL MEMORIAL HOSPITAL,1720 UNIVERSITY BLVD,OPP,AL,36467,COVINGTON,3344933541,Acute Care Hospitals,Voluntary non-profit - Private,No,Pneumonia,AMI-3,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,78%,64 patients,AL_PN-3B
108,10007,MIZELL MEMORIAL HOSPITAL,1720 UNIVERSITY BLVD,OPP,AL,36467,COVINGTON,3344933541,Acute Care Hospitals,Voluntary non-profit - Private,No,Pneumonia,AMI-3,Pneumonia Patients Given Smoking Cessation Advice/Counseling,100%,28 patients,AL_PN-4
109,10007,MIZELL MEMORIAL HOSPITAL,702 N MAIN ST,OPP,AL,36467,COVINGTON,33449335w41,Acute Care Hospitals,Voluntary non-profit - Private,No,Pneumonia,AMI-2,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,95%,87 patients,AL_PN-5C
110,10007,MIZELL MEMORIAL HOSPITAL,1720 UNIVERSITY BLVD,OPP,AL,36467,COVINGTON,3344933541,Acute Care Hospitals,Voluntary non-profit - Private,No,Pneumonia,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),88%,57 patients,AL_PN-6
111,10007,MIZELL MEMORIAL HOSPITAL,1720 UNIVERSITY BLVD,OPP,AL,36467,COVINGTON,3344933541,Acute Care Hospitals,Voluntary non-profit - Private,No,Pneumonia,AMI-4,Pneumonia Patients Assessed and Given Influenza Vaccination,90%,63 patients,AL_PN-7
112,10007,MIZELL MEMORIAL HOSPITAL,1720 UNIVERSITY BLVD,OPP,AL,36467,COVINGTON,3344933541,Acute Care Hospitals,Voluntary non-profit - Private,No,Surgical Infection Prevention,AMI-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54 who were kept on the beta blockers during the period just before and after their surgery,91%,11 patients,AL_SCIP-CARD-2
113,20017,MIZELL MEMORIAL HOSPITAL,702 N MAIN ST,OPP,AL,36467,COVINGTON,344933541,Acute Care Hospitals,Voluntary non-profit - Private,No,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,88%,101 patients,AL_SCIP-INF-1
114,10007,MIZELL MEMORIAL HOSPITAL,702 N MAIN ST,OPP,AL,31359,COVINGTON,3344933541***,Acute Care Hospitals,Voluntary non-profit - Private,No,Surgical Infection Prevention,AMI-4,surgery patients who were given the  right kind  of antibiotic to help prevent infection,91%,101 patients,AL_SCIP-INF-2
115,10007,MIZELL MEMORIAL HOSPITAL,1720 UNIVERSITY BLVD,OPP,AL,36467,COVINGTON,3344933541,Acute Care Hospitals,Voluntary non-profit - Private,No,Surgical Infection Prevention,HF-2,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),93%,100 patients,AL_SCIP-INF-3
116,10007,MIZELL MEMORIAL HOSPITAL,702 N MAIN ST,OPP,AL,36467,COVINGTON,344933541,Acute Care Hospitals,Voluntary non-profit - Private,No,Surgical Infection Prevention,AMI-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,,0 patients,AL_SCIP-INF-4
117,10007,MIZELL MEMORIAL HOSPITAL,1720 UNIVERSITY BLVD,OPP,AL,36467,COVINGTON,3344933541,Acute Care Hospitals,Voluntary non-profit - Private,No,Surgical Infection Prevention,PN-2,surgery patients needing hair removed from the surgical area before surgery&#54 who had hair removed using a safer method (electric clippers or hair removal cream sC not a razor),100%,123 patients,AL_SCIP-INF-6
118,10007,MIZELL MEMORIAL HOSPITAL,1720 UNIVERSITY BLVD,OPP,AL,36467,COVINGTON,3344933541,Acute Care Hospitals,Voluntary non-profit - Private,No,Surgical Infection Prevention,AMI-2,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,87%,77 patients,AL_SCIP-VTE-1
119,10007,MIZELL MEMORIAL HOSPITAL,1720 UNIVERSITY BLVD,OPP,AL,36467,COVINGTON,3344933541,Acute Care Hospitals,Voluntary non-profit - Private,No,Surgical Infection Prevention,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,88%,76 patients,AL_SCIP-VTE-2
120,20018,CRENSHAW COMMUNITY HOSPITAL,101 HOSPITAL CIRCLE,LUVERNE,AL,36049,CRENSHAW,3343353374,Acute Care Hospitals,Government - Federal,Yes,Heart Attack,AMI-1,Heart Attack Patients Given Aspirin at Arrival,0%,1 patients,AL_AMI-1
121,10008,CRENSHAW COMMUNITY HOSPITAL,1720 UNIVERSITY BLVD,LUVERNE,AL,36049,CRENSHAW,3343353374,Acute Care Hospitals,Government - Federal,Yes,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,100%,1 patients,AL_AMI-2
122,10008,CRENSHAW COMMUNITY HOSPITAL,101 HOSPITAL CIRCLE,LUVERNE,AL,36049,CRENSHAW,3343353374,Acute Care Hospitals,Government - Federal,Yes,Heart Attack,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),,0 patients,AL_AMI-3
123,10008,CRENSHAW COMMUNITY HOSPITAL,101 HOSPITAL CIRCLE,LUVERNE,AL,36049,CRENSHAW,343353374,Acute Care Hospitals,Government - Federal,Yes,Heart Attack,AMI-3,Heart Attack Patients Given Smoking Cessation Advice/Counseling,,0 patients,AL_AMI-4
124,10008,CRENSHAW COMMUNITY HOSPITAL,1720 UNIVERSITY BLVD,LUVERNE,AL,36049,CRENSHAW,3343353374,Acute Care Hospitals,Government - Federal,Yes,Heart Attack,AMI-2,Heart Attack Patients Given Beta Blocker at Discharge,0%,1 patients,AL_AMI-5
125,10008,CRENSHAW COMMUNITY HOSPITAL,1720 UNIVERSITY BLVD,LUVERNE,AL,36049,CRENSHAW,3343353374,Acute Care Hospitals,Government - Federal,Yes,Heart Attack,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,,0 patients,AL_AMI-7A
126,10008,CRENSHAW COMMUNITY HOSPITAL,1720 UNIVERSITY BLVD,LUVERNE,AL,36049,CRENSHAW,3343353374,Acute Care Hospitals,Government - Federal,Yes,Heart Attack,AMI-3,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,,0 patients,AL_AMI-8A
127,10008,CRENSHAW COMMUNITY HOSPITAL,101 HOSPITAL CIRCLE,LUVERNE,AL,36049,CRENSHAW,3343353374,Acute Care Hospitals,Government - Federal,Yes,Heart Failure,HF-1,Heart Failure Patients Given Discharge Instructions,4%,26 patients,AL_HF-1
128,10008,CRENSHAW COMMUNITY HOSPITAL,101 HOSPITAL CIRCLE,LUVERNE,AL,36049,CRENSHAW,343353374,Acute Care Hospitals,Government - Federal,Yes,Heart Failure,AMI-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,72%,39 patients,AL_HF-2
129,10008,CRENSHAW COMMUNITY HOSPITAL,1720 UNIVERSITY BLVD,LUVERNE,AL,36049,CRENSHAW,3343353374,Acute Care Hospitals,Government - Federal,Yes,Heart Failure,AMI-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),75%,8 patients,AL_HF-3
130,10008,CRENSHAW COMMUNITY HOSPITAL,101 HOSPITAL CIRCLE,LUVERNE,AL,36049,CRENSHAW,3343353374,Acute Care Hospitals,Government - Federal,Yes,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,0%,5 patients,AL_HF-4
131,10008,CRENSHAW COMMUNITY HOSPITAL,1720 UNIVERSITY BLVD,LUVERNE,AL,51188,CRENSHAW,3343353374,Acute Care Hospitals,Government - Federal,Yes,Pneumonia,AMI-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,25%,16 patients,AL_PN-2
132,10008,CRENSHAW COMMUNITY HOSPITAL,101 HOSPITAL CIRCLE,LUVERNE,AL,36049,CRENSHAW,3343335374,Acute Care Hospitals,Government - Federal,Yes,Pneumonia,AMI-7A,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,93%,15 patients,AL_PN-3B
133,10008,CRENSHAW COMMUNITY HOSPITAL,1720 UNIVERSITY BLVD,LUVERNE,AL,36049,CRENSHAW,3343353374,Acute Care Hospitals,Government - Federal,Yes,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,33%,9 patients,AL_PN-4
134,10008,CRENSHAW COMMUNITY HOSPITAL,101 HOSPITAL CIRCLE,LUVERNE,AL,36049,CRENSHAW,33433533r74,Acute Care Hospitals,Government - Federal,Yes,Pneumonia,AMI-3,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,95%,21 patients,AL_PN-5C
135,10008,CRENSHAW COMMUNITY HOSPITAL,101 HOSPITAL CIRCLE,LUVERNE,AL,36049,CRENSHAW,334353374,Acute Care Hospitals,Government - Federal,Yes,Pneumonia,AMI-2,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),62%,21 patients,AL_PN-6
136,10008,CRENSHAW COMMUNITY HOSPITAL,101 HOSPITAL CIRCLE,LUVERNE,AL,36049,CRENSHAW,334335337s4,Acute Care Hospitals,Government - Federal,Yes,Pneumonia,AMI-3,Pneumonia Patients Assessed and Given Influenza Vaccination,47%,15 patients,AL_PN-7
137,10008,CRENSHAW COMMUNITY HOSPITAL,1720 UNIVERSITY BLVD,LUVERNE,AL,36049,CRENSHAW,3343353374,Acute Care Hospitals,Government - Federal,Yes,Surgical Infection Prevention,HF-4,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54 who were kept on the beta blockers during the period just before and after their surgery,100%,1 patients,AL_SCIP-CARD-2
138,20017,CRENSHAW COMMUNITY HOSPITAL,101 HOSPITAL CIRCLE,LUVERNE,AL,36049,CRENSHAW,33433533y74,Acute Care Hospitals,Government - Federal,Yes,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,100%,2 patients,AL_SCIP-INF-1
139,10008,CRENSHAW COMMUNITY HOSPITAL,1720 UNIVERSITY BLVD,LUVERNE,AL,36049,CRENSHAW,3343353374,Acute Care Hospitals,Government - Federal,Yes,Surgical Infection Prevention,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,100%,2 patients,AL_SCIP-INF-2
140,10008,CRENSHAW COMMUNITY HOSPITAL,1720 UNIVERSITY BLVD,LUVERNE,AL,36049,CRENSHAW,3343353374,Acute Care Hospitals,Government - Federal,Yes,Surgical Infection Prevention,AMI-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),100%,2 patients,AL_SCIP-INF-3
141,10008,CRENSHAW COMMUNITY HOSPITAL,101 HOSPITAL CIRCLE,LUVERNE,AL,36049,CRENSHAW,334335337u4,Acute Care Hospitals,Government - Federal,Yes,Surgical Infection Prevention,AMI-7A,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,,0 patients,AL_SCIP-INF-4
142,10008,CRENSHAW COMMUNITY HOSPITAL,1720 UNIVERSITY BLVD,LUVERNE,AL,36049,CRENSHAW,3343353374,Acute Care Hospitals,Government - Federal,Yes,Surgical Infection Prevention,AMI-2,surgery patients needing hair removed from the surgical area before surgery&#54 who had hair removed using a safer method (electric clippers or hair removal cream sC not a razor),100%,4 patients,AL_SCIP-INF-6
143,10008,CRENSHAW COMMUNITY HOSPITAL,1720 UNIVERSITY BLVD,LUVERNE,AL,36049,CRENSHAW,3343353374,Acute Care Hospitals,Government - Federal,Yes,Surgical Infection Prevention,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,100%,4 patients,AL_SCIP-VTE-1
144,10008,CRENSHAW COMMUNITY HOSPITAL,1720 UNIVERSITY BLVD,LUVERNE,AL,36049,CRENSHAW,3343353374,Acute Care Hospitals,Government - Federal,Yes,Surgical Infection Prevention,AMI-3,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,100%,4 patients,AL_SCIP-VTE-2
145,20018,HARTSELLE MEDICAL CENTER,201 PINE STREET NORTHWEST,HARTSELLE,AL,35640,MORGAN,2567736511,Acute Care Hospitals,Proprietary,Yes,Heart Attack,AMI-1,Heart Attack Patients Given Aspirin at Arrival,100%,6 patients,AL_AMI-1
146,10009,HARTSELLE MEDICAL CENTER,201 PINE STREET NORTHWEST,HARTSELLE,AL,35640,MORGAN,2567736511,Acute Care Hospitals,Proprietary,Yes,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,100%,1 patients,AL_AMI-2
147,10009,HARTSELLE MEDICAL CENTER,201 PINE STREET NORTHWEST,HARTSELLE,AL,35640,MORGAN,25l67736511,Acute Care Hospitals,Proprietary,Yes,Heart Attack,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),100%,1 patients,AL_AMI-3
148,10009,HARTSELLE MEDICAL CENTER,201 PINE STREET NORTHWEST,HARTSELLE,L,35640,MORGAN,2576736511,Acute Care Hospitals,Proprietary,Yes,Heart Attack,AMI-2,Heart Attack Patients Given Smoking Cessation Advice/Counseling,100%,2 patients,AL_AMI-4
149,10009,HARTSELLE MEDICAL CENTER,201 PINE STREET NORTHWEST,HARTSELLE,AL,35640,MORGAN,2567736511,Acute Care Hospitals,Proprietary,Yes,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,100%,3 patients,AL_AMI-5
150,10009,HARTSELLE MEDICAL CENTER,201 PINE STREET NORTHWEST,HARTSELLE,AL,35640,MORGAN,2567736511,Acute Care Hospitals,Proprietary,Yes,Heart Attack,AMI-2,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,,0 patients,AL_AMI-7A
151,10009,HARTSELLE MEDICAL CENTER,201 PINE STREET NORTHWEST,HARTSELLE,AL,35640,MORGAN,2567736511,Acute Care Hospitals,Proprietary,Yes,Heart Attack,AMI-2,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,,0 patients,AL_AMI-8A
