~0~,ua,UA-2708-EWR-CLT,Thu_ Dec 1 2:55 PM,Thu_ Dec 1 2:55 PM,A37,Thu_ Dec 1 4:53 PM,Thu_ Dec 1 4:44 PM,C5
~210~,businesstravellogue,AA-3468-CVG-MIA,07:00 AM  Thu 01-Dec-2011,07:25 AM  Thu 01-Dec-2011,5,09:55 AM  Thu 01-Dec-2011,09:45 AM  Thu 01-Dec-2011,D60
~211~,flylouisville,AA-3468-CVG-MIA,07:00 AM  Thu 01-Dec-2011,07:25 AM  Thu 01-Dec-2011,5,09:55 AM  Thu 01-Dec-2011,09:45 AM  Thu 01-Dec-2011,D60
~212~,flightstats,AA-3468-CVG-MIA,2011-12-01 7:00 AM,2011-12-01 7:25 AM,,2011-12-01 9:55 AM,2011-12-01 9:45 AM,
~213~,quicktrip,AA-3468-CVG-MIA,2011-12-01 7:00 AM,2011-12-01 7:25 AM,,2011-12-01 9:55 AM,2011-12-01 9:45 AM,
~214~,world-flight-tracker,AA-3468-CVG-MIA,2011-12-01 7:00 AM,2011-12-01 7:25 AM,,2011-12-01 9:55 AM,2011-12-01 9:45 AM,
~215~,flightview,AA-3468-CVG-MIA,7:00 AM_ Dec 01,7:25 AM_ Dec 01,Terminal 2,9:55 AM_ Dec 01,9:45 AM_ Dec 01,~Terminal D - D60~
~216~,panynj,AA-3468-CVG-MIA,7:00 AM_ Dec 01,7:25 AM_ Dec 01,Terminal 2,9:55 AM_ Dec 01,9:45 AM_ Dec 01,~Terminal D - D60~
~217~,gofox,AA-3468-CVG-MIA,7:00 AM_ Dec 01,7:25 AM_ Dec 01,,9:55 AM_ Dec 01,9:45 AM_ Dec 01,
~218~,foxbusiness,AA-3468-CVG-MIA,7:00 AM_ Dec 01,7:25 AM_ Dec 01,Terminal 2,9:55 AM_ Dec 01,9:45 AM_ Dec 01,~Terminal D - D60~
~219~,allegiantair,AA-3468-CVG-MIA,7:00 AM_ Dec 01,7:25 AM_ Dec 01,Terminal 2,9:55 AM_ Dec 01,9:45 AM_ Dec 01,~Terminal D - D60~
~220~,boston,AA-3468-CVG-MIA,7:00 AM_ Dec 01,7:25 AM_ Dec 01,,9:55 AM_ Dec 01,9:42 AM_ Dec 01,
~221~,travelocity,AA-3468-CVG-MIA,Dec 01 - 7:00am,Dec 01 - 7:04am,5,Dec 01 - 9:55am,Dec 01 - 9:45am,D60
~222~,orbitz,AA-3468-CVG-MIA,7:00aDec 1,7:04aDec 1,5,9:55aDec 1,9:45aDec 1,D60
~223~,weather,AA-3468-CVG-MIA,2011-12-01 07:00 AM,,,2011-12-01 09:55 AM,,
~224~,ifly,AA-3468-CVG-MIA,2011-12-01 7:00 AM,2011-12-01 7:25 AM,,2011-12-01 9:55 AM,2011-12-01 9:45 AM,
~225~,usatoday,AA-3468-CVG-MIA,2011-12-01 7:00 AM,2011-12-01 7:25 AM,,2011-12-01 9:55 AM,2011-12-01 9:45 AM,
~226~,mytripandmore,AA-3468-CVG-MIA,7:00aDec 1,7:04aDec 1,5,9:55aDec 1,9:45aDec 1,D60
~227~,flightarrival,AA-3468-CVG-MIA,2011-12-01 07:00 AM,,,2011-12-01 09:55 AM,,
~228~,aa,AA-3842-MSP-ORD,12/01/2011 06:00 AM,12/01/2011 06:56 AM,E14,12/01/2011 07:30 AM,12/01/2011 07:51 AM,G8
~229~,flightexplorer,AA-3842-MSP-ORD,,12/1/2011 6:57AM CST,,,12/1/2011 7:49AM CST,
~230~,airtravelcenter,AA-3842-MSP-ORD,,12/1/11 6:57 AM (-06:00),,,12/1/11 7:49 AM (-06:00),
~231~,myrateplan,AA-3842-MSP-ORD,,12/1/11 6:57 AM (-06:00),,,12/1/11 7:49 AM (-06:00),
~232~,helloflight,AA-3842-MSP-ORD,,12/1/11 6:57 AM (-06:00),,,12/1/11 7:49 AM (-06:00),
~233~,flytecomm,AA-3842-MSP-ORD,,12/1/11 6:57 AM (-06:00),,,12/1/11 7:49 AM (-06:00),
~234~,flightaware,AA-3842-MSP-ORD,2011-12-01 06:00AM CST,2011-12-01 06:56AM CST,E14,2011-12-01 06:50AM CST,2011-12-01 07:49AM CST,G8
~235~,wunderground,AA-3842-MSP-ORD,2011-12-01 06:00AM CST,2011-12-01 06:56AM CST,E14,2011-12-01 06:50AM CST,2011-12-01 07:49AM CST,G8
~236~,flights,AA-3842-MSP-ORD,06:00 AM  Thu 01-Dec-2011,06:56 AM  Thu 01-Dec-2011,E14,07:30 AM  Thu 01-Dec-2011,07:51 AM  Thu 01-Dec-2011,G8
~237~,businesstravellogue,AA-3842-MSP-ORD,06:00 AM  Thu 01-Dec-2011,06:56 AM  Thu 01-Dec-2011,E14,07:30 AM  Thu 01-Dec-2011,07:51 AM  Thu 01-Dec-2011,G8
~238~,flylouisville,AA-3842-MSP-ORD,06:00 AM  Thu 01-Dec-2011,06:56 AM  Thu 01-Dec-2011,E14,07:30 AM  Thu 01-Dec-2011,07:51 AM  Thu 01-Dec-2011,G8
~239~,flightstats,AA-3842-MSP-ORD,2011-12-01 6:00 AM,2011-12-01 6:56 AM,,2011-12-01 7:30 AM,2011-12-01 7:51 AM,
~240~,quicktrip,AA-3842-MSP-ORD,2011-12-01 6:00 AM,2011-12-01 6:56 AM,,2011-12-01 7:30 AM,2011-12-01 7:51 AM,
~241~,world-flight-tracker,AA-3842-MSP-ORD,2011-12-01 6:00 AM,2011-12-01 6:56 AM,,2011-12-01 7:30 AM,2011-12-01 7:51 AM,
~242~,flightview,AA-3842-MSP-ORD,6:00 AM_ Dec 01,6:57 AM_ Dec 01,E14,7:30 AM_ Dec 01,7:51 AM_ Dec 01,G8
~243~,panynj,AA-3842-MSP-ORD,6:00 AM_ Dec 01,6:57 AM_ Dec 01,E14,7:30 AM_ Dec 01,7:51 AM_ Dec 01,G8
~244~,gofox,AA-3842-MSP-ORD,6:00 AM_ Dec 01,6:57 AM_ Dec 01,,7:30 AM_ Dec 01,7:51 AM_ Dec 01,
~245~,foxbusiness,AA-3842-MSP-ORD,6:00 AM_ Dec 01,6:57 AM_ Dec 01,E14,7:30 AM_ Dec 01,7:51 AM_ Dec 01,G8
~246~,allegiantair,AA-3842-MSP-ORD,6:00 AM_ Dec 01,6:57 AM_ Dec 01,E14,7:30 AM_ Dec 01,7:51 AM_ Dec 01,G8
~247~,boston,AA-3842-MSP-ORD,6:00 AM_ Dec 01,6:57 AM_ Dec 01,,7:30 AM_ Dec 01,7:51 AM_ Dec 01,
~248~,travelocity,AA-3842-MSP-ORD,Dec 01 - 6:00am,Dec 01 - 5:59am,E14,Dec 01 - 7:30am,Dec 01 - 7:51am,G8/T3
~249~,orbitz,AA-3842-MSP-ORD,6:00aDec 1,5:59aDec 1,E14,7:30aDec 1,7:51aDec 1,G8
~250~,weather,AA-3842-MSP-ORD,2011-12-01 06:00 AM,,,2011-12-01 07:30 AM,,
~251~,ord,AA-3842-MSP-ORD,2011-12-01 6:00 AM,,E14,2011-12-01 7:30 AM,,G8
~252~,ifly,AA-3842-MSP-ORD,2011-12-01 6:00 AM,2011-12-01 6:56 AM,,2011-12-01 7:30 AM,2011-12-01 7:51 AM,
~253~,mytripandmore,AA-3842-MSP-ORD,6:00aDec 1,5:59aDec 1,E14,7:30aDec 1,7:51aDec 1,G8
~254~,flightwise,AA-3842-MSP-ORD,2011-12-01 06:00AM CST,2011-12-01 06:56AM CST,E14,2011-12-01 06:50AM CST,2011-12-01 07:49AM CST,G8
~255~,aa,AA-518-MIA-JFK,12/01/2011 06:40 AM,12/01/2011 06:54 AM,D22,12/01/2011 09:25 AM,12/01/2011 09:28 AM,6
~256~,airtravelcenter,AA-518-MIA-JFK,,12/1/11 6:54 AM (-05:00),,,12/1/11 9:14 AM (-05:00),
~257~,myrateplan,AA-518-MIA-JFK,,12/1/11 6:54 AM (-05:00),,,12/1/11 9:14 AM (-05:00),
~258~,helloflight,AA-518-MIA-JFK,,12/1/11 6:54 AM (-05:00),,,12/1/11 9:14 AM (-05:00),
~259~,flytecomm,AA-518-MIA-JFK,,12/1/11 6:54 AM (-05:00),,,12/1/11 9:14 AM (-05:00),
~260~,flightaware,AA-518-MIA-JFK,2011-12-01 06:40AM EST,2011-12-01 06:54AM EST,D22,2011-12-01 08:54AM EST,2011-12-01 09:14AM EST,6
~261~,wunderground,AA-518-MIA-JFK,2011-12-01 06:40AM EST,2011-12-01 06:54AM EST,D22,2011-12-01 08:54AM EST,2011-12-01 09:14AM EST,6
~262~,flights,AA-518-MIA-JFK,06:40 AM  Thu 01-Dec-2011,06:54 AM  Thu 01-Dec-2011,D22,09:25 AM  Thu 01-Dec-2011,09:28 AM  Thu 01-Dec-2011,B6
~263~,businesstravellogue,AA-518-MIA-JFK,06:40 AM  Thu 01-Dec-2011,06:54 AM  Thu 01-Dec-2011,D22,09:25 AM  Thu 01-Dec-2011,09:28 AM  Thu 01-Dec-2011,B6
~264~,flylouisville,AA-518-MIA-JFK,06:40 AM  Thu 01-Dec-2011,06:54 AM  Thu 01-Dec-2011,D22,09:25 AM  Thu 01-Dec-2011,09:28 AM  Thu 01-Dec-2011,B6
~265~,flightstats,AA-518-MIA-JFK,2011-12-01 6:40 AM,2011-12-01 6:54 AM,,2011-12-01 9:25 AM,2011-12-01 9:28 AM,
~266~,quicktrip,AA-518-MIA-JFK,2011-12-01 6:40 AM,2011-12-01 6:54 AM,,2011-12-01 9:25 AM,2011-12-01 9:28 AM,
~267~,world-flight-tracker,AA-518-MIA-JFK,2011-12-01 6:40 AM,2011-12-01 6:54 AM,,2011-12-01 9:25 AM,2011-12-01 9:28 AM,
~268~,flightview,AA-518-MIA-JFK,6:40 AM_ Dec 01,6:54 AM_ Dec 01,~Terminal D - D22~,9:25 AM_ Dec 01,9:28 AM_ Dec 01,~Terminal 8 - 6~
~269~,panynj,AA-518-MIA-JFK,6:40 AM_ Dec 01,6:54 AM_ Dec 01,~Terminal D - D22~,9:25 AM_ Dec 01,9:28 AM_ Dec 01,~Terminal 8 - 6~
~270~,gofox,AA-518-MIA-JFK,6:40 AM_ Dec 01,6:54 AM_ Dec 01,,9:25 AM_ Dec 01,9:28 AM_ Dec 01,
~271~,foxbusiness,AA-518-MIA-JFK,6:40 AM_ Dec 01,6:54 AM_ Dec 01,~Terminal D - D22~,9:25 AM_ Dec 01,9:28 AM_ Dec 01,~Terminal 8 - 6~
~272~,allegiantair,AA-518-MIA-JFK,6:40 AM_ Dec 01,6:54 AM_ Dec 01,~Terminal D - D22~,9:25 AM_ Dec 01,9:28 AM_ Dec 01,~Terminal 8 - 6~
~273~,boston,AA-518-MIA-JFK,6:40 AM_ Dec 01,6:54 AM_ Dec 01,,9:25 AM_ Dec 01,9:12 AM_ Dec 01,
~274~,travelocity,AA-518-MIA-JFK,Dec 01 - 6:40am,Dec 01 - 6:40am,D22,Dec 01 - 9:25am,Dec 01 - 9:28am,6/8
~275~,orbitz,AA-518-MIA-JFK,6:40aDec 1,6:40aDec 1,D22,9:25aDec 1,9:28aDec 1,6
~276~,weather,AA-518-MIA-JFK,2011-12-01 06:40 AM,2011-12-01 06:54 AM,,2011-12-01 09:25 AM,2011-12-01 09:09 AM,
~277~,usatoday,AA-518-MIA-JFK,2011-12-01 06:40 AM,2011-12-01 06:54 AM,,2011-12-01 09:25 AM,2011-12-01 09:09 AM,
~278~,aa,AA-1007-MIA-PHX,12/01/2011 04:55 PM,12/01/2011 05:08 PM,D5,12/01/2011 08:05 PM,12/01/2011 07:55 PM,4
~279~,flightexplorer,AA-1007-MIA-PHX,,12/1/2011 5:09PM EST,,,12/1/2011 7:43PM MST,
~280~,airtravelcenter,AA-1007-MIA-PHX,,12/1/11 5:09 PM (-05:00),,,12/1/11 7:43 PM (-07:00),
~281~,myrateplan,AA-1007-MIA-PHX,,12/1/11 5:09 PM (-05:00),,,12/1/11 7:43 PM (-07:00),
~282~,helloflight,AA-1007-MIA-PHX,,12/1/11 5:09 PM (-05:00),,,12/1/11 7:43 PM (-07:00),
~283~,flytecomm,AA-1007-MIA-PHX,,12/1/11 5:09 PM (-05:00),,,12/1/11 7:43 PM (-07:00),
~284~,flightaware,AA-1007-MIA-PHX,2011-12-01 04:55PM EST,2011-12-01 05:08PM EST,D5,2011-12-01 07:38PM MST,2011-12-01 07:43PM MST,4
~285~,wunderground,AA-1007-MIA-PHX,2011-12-01 04:55PM EST,2011-12-01 05:08PM EST,D5,2011-12-01 07:38PM MST,2011-12-01 07:43PM MST,4
~286~,flights,AA-1007-MIA-PHX,,2011-12-01 05:08 PM,D5,,2011-12-01 07:55 PM,4
~287~,businesstravellogue,AA-1007-MIA-PHX,,2011-12-01 05:08 PM,D5,,2011-12-01 07:55 PM,4
~288~,flylouisville,AA-1007-MIA-PHX,,2011-12-01 05:08 PM,D5,,2011-12-01 07:55 PM,4
~289~,flightstats,AA-1007-MIA-PHX,2011-12-01 4:55 PM,2011-12-01 5:08 PM,,2011-12-01 8:05 PM,2011-12-01 7:55 PM,
~290~,quicktrip,AA-1007-MIA-PHX,2011-12-01 4:55 PM,2011-12-01 5:08 PM,,2011-12-01 8:05 PM,2011-12-01 7:55 PM,
~291~,flightview,AA-1007-MIA-PHX,,5:09 PMDec 01,,,7:53 PMDec 01,
~292~,panynj,AA-1007-MIA-PHX,,5:09 PMDec 01,,,7:53 PMDec 01,
~293~,gofox,AA-1007-MIA-PHX,,5:09 PMDec 01,,,7:53 PMDec 01,
~294~,foxbusiness,AA-1007-MIA-PHX,,5:09 PMDec 01,,,7:53 PMDec 01,
~295~,allegiantair,AA-1007-MIA-PHX,,5:09 PMDec 01,,,7:53 PMDec 01,
~296~,boston,AA-1007-MIA-PHX,,5:09 PMDec 01,,,7:53 PMDec 01,
~297~,orbitz,AA-1007-MIA-PHX,4:55pDec 1,4:56pDec 1,D5,8:05pDec 1,7:55pDec 1,4
~298~,mytripandmore,AA-1007-MIA-PHX,4:55pDec 1,4:56pDec 1,D5,8:05pDec 1,7:55pDec 1,4
~299~,ua,UA-1500-IAH-GUA,Thu_ Dec 1 8:55 AM,Thu_ Dec 1 9:16 AM            Delayed,E16,Thu_ Dec 1 11:45 AM,Thu_ Dec 1 11:56 AM,--
~300~,airtravelcenter,UA-1500-IAH-GUA,12/1/11 8:55 AM (-06:00),,,12/1/11 11:45 AM (-06:00),,
~301~,myrateplan,UA-1500-IAH-GUA,12/1/11 8:55 AM (-06:00),,,12/1/11 11:45 AM (-06:00),,
~302~,helloflight,UA-1500-IAH-GUA,12/1/11 8:55 AM (-06:00),,,12/1/11 11:45 AM (-06:00),,
~303~,flytecomm,UA-1500-IAH-GUA,12/1/11 8:55 AM (-06:00),,,12/1/11 11:45 AM (-06:00),,
~304~,flights,UA-1500-IAH-GUA,,2011-12-01 09:16 AM,16,,2011-12-01 11:45 AM,
~305~,businesstravellogue,UA-1500-IAH-GUA,,2011-12-01 09:16 AM,16,,2011-12-01 11:45 AM,
~306~,flylouisville,UA-1500-IAH-GUA,,2011-12-01 09:16 AM,16,,2011-12-01 11:45 AM,
~307~,flightview,UA-1500-IAH-GUA,,9:43 AMDec 01,,,12:12 PMDec 01,
~308~,panynj,UA-1500-IAH-GUA,,9:43 AMDec 01,,,12:12 PMDec 01,
~309~,gofox,UA-1500-IAH-GUA,,9:43 AMDec 01,,,12:12 PMDec 01,
~310~,foxbusiness,UA-1500-IAH-GUA,,9:43 AMDec 01,,,12:12 PMDec 01,
~311~,allegiantair,UA-1500-IAH-GUA,,9:43 AMDec 01,,,12:12 PMDec 01,
~312~,boston,UA-1500-IAH-GUA,,9:43 AMDec 01,,,12:10 PMDec 01,
~313~,orbitz,UA-1500-IAH-GUA,8:55aDec 1,9:16aDec 1,E16,12:05pDec 1,,-
~314~,usatoday,UA-1500-IAH-GUA,,9:43 AMDec 01,,,12:10 PMDec 01,
~315~,flightarrival,UA-1500-IAH-GUA,,9:43 AMDec 01,,,12:10 PMDec 01,
~316~,aa,AA-1640-MIA-MCO,12/01/2011 06:30 PM,,E5,12/01/2011 07:25 PM,,14
~317~,flightexplorer,AA-1640-MIA-MCO,12/1/2011 6:30PM EST,,,12/1/2011 7:25PM EST,,
~318~,airtravelcenter,AA-1640-MIA-MCO,,12/1/11 6:47 PM (-05:00),,,12/1/11 7:25 PM (-05:00),
~319~,myrateplan,AA-1640-MIA-MCO,,12/1/11 6:47 PM (-05:00),,,12/1/11 7:25 PM (-05:00),
~320~,helloflight,AA-1640-MIA-MCO,,12/1/11 6:47 PM (-05:00),,,12/1/11 7:25 PM (-05:00),
~321~,flytecomm,AA-1640-MIA-MCO,,12/1/11 6:47 PM (-05:00),,,12/1/11 7:25 PM (-05:00),
~322~,flightaware,AA-1640-MIA-MCO,2011-12-01 06:30PM EST,2011-12-01 06:47PM EST,,2011-12-01 07:08PM EST,2011-12-01 07:25PM EST,
~323~,wunderground,AA-1640-MIA-MCO,2011-12-01 06:30PM EST,2011-12-01 06:47PM EST,,2011-12-01 07:08PM EST,2011-12-01 07:25PM EST,
~324~,flights,AA-1640-MIA-MCO,06:30 PM  Thu 01-Dec-2011,,D33,07:25 PM  Thu 01-Dec-2011,,14
~325~,businesstravellogue,AA-1640-MIA-MCO,06:30 PM  Thu 01-Dec-2011,,D33,07:25 PM  Thu 01-Dec-2011,,14
~326~,flylouisville,AA-1640-MIA-MCO,06:30 PM  Thu 01-Dec-2011,,D33,07:25 PM  Thu 01-Dec-2011,,14
~327~,flightstats,AA-1640-MIA-MCO,2011-12-01 6:30 PM,2011-12-01 6:47 PM (Estimated runway),,2011-12-01 7:25 PM,2011-12-01 7:25 PM (Estimated runway),
~328~,quicktrip,AA-1640-MIA-MCO,2011-12-01 6:30 PM,2011-12-01 6:47 PM (Estimated runway),,2011-12-01 7:25 PM,2011-12-01 7:25 PM (Estimated runway),
~329~,world-flight-tracker,AA-1640-MIA-MCO,2011-12-01 6:30 PM,2011-12-01 6:47 PM (Estimated runway),,2011-12-01 7:25 PM,2011-12-01 7:25 PM (Estimated runway),
~330~,flightview,AA-1640-MIA-MCO,6:30 PM_ Dec 01,,,7:25 PM_ Dec 01,,
~331~,panynj,AA-1640-MIA-MCO,6:30 PM_ Dec 01,,,7:25 PM_ Dec 01,,
~332~,gofox,AA-1640-MIA-MCO,6:30 PM_ Dec 01,,,7:25 PM_ Dec 01,,
~333~,foxbusiness,AA-1640-MIA-MCO,6:30 PM_ Dec 01,,,7:25 PM_ Dec 01,,
~334~,allegiantair,AA-1640-MIA-MCO,6:30 PM_ Dec 01,,,7:25 PM_ Dec 01,,
~335~,boston,AA-1640-MIA-MCO,6:30 PM_ Dec 01,Not Available,,7:25 PM_ Dec 01,Not Available,
~336~,travelocity,AA-1640-MIA-MCO,Dec 01 - 6:30pm,Dec 01 - Not Available,E5,Dec 01 - 7:25pm,Dec 01 - Not Available,14
~337~,orbitz,AA-1640-MIA-MCO,6:30pDec 1,,-,7:25pDec 1,,-
~338~,weather,AA-1640-MIA-MCO,2011-12-01 06:30 PM,2011-12-01 06:56 PM,,2011-12-01 07:25 PM,2011-12-01 07:35 PM,
~339~,mco,AA-1640-MIA-MCO,,,,2011-12-01 Thu  19:25,2011-12-01 Thu  19:33,14?
~340~,usatoday,AA-1640-MIA-MCO,2011-12-01 06:30 PM,2011-12-01 06:56 PM,,2011-12-01 07:25 PM,2011-12-01 07:35 PM,
~341~,mytripandmore,AA-1640-MIA-MCO,6:30pDec 1,,-,7:25pDec 1,,-
~342~,flightwise,AA-1640-MIA-MCO,2011-12-01 06:30PM EST,2011-12-01 06:47PM EST,,2011-12-01 07:08PM EST,2011-12-01 07:25PM EST,
~343~,flightarrival,AA-1640-MIA-MCO,2011-12-01 06:30 PM,2011-12-01 06:56 PM,,2011-12-01 07:25 PM,2011-12-01 07:35 PM,
~344~,ua,UA-37-EDI-EWR,Thu_ Dec 1 9:05 AM,Thu_ Dec 1 8:52 AM,--,Thu_ Dec 1 11:53 AM,Thu_ Dec 1 12:09 PM,B65
~345~,airtravelcenter,UA-37-EDI-EWR,12/1/11 9:05 AM (-00:00),,,12/1/11 11:53 AM (-05:00),,
~346~,myrateplan,UA-37-EDI-EWR,12/1/11 9:05 AM (-00:00),,,12/1/11 11:53 AM (-05:00),,
~347~,helloflight,UA-37-EDI-EWR,12/1/11 9:05 AM (-00:00),,,12/1/11 11:53 AM (-05:00),,
~348~,flytecomm,UA-37-EDI-EWR,12/1/11 9:05 AM (-00:00),,,12/1/11 11:53 AM (-05:00),,
~349~,flights,UA-37-EDI-EWR,,2011-12-01 08:52 AM,,,2011-12-01 12:09 PM,65
~350~,businesstravellogue,UA-37-EDI-EWR,,2011-12-01 08:52 AM,,,2011-12-01 12:09 PM,65
~351~,flylouisville,UA-37-EDI-EWR,,2011-12-01 08:52 AM,,,2011-12-01 12:09 PM,65
~352~,flightview,UA-37-EDI-EWR,,9:05 AMDec 01,,,12:09 PMDec 01,
~353~,panynj,UA-37-EDI-EWR,,9:05 AMDec 01,,,12:09 PMDec 01,
~354~,gofox,UA-37-EDI-EWR,,9:05 AMDec 01,,,12:09 PMDec 01,
~355~,foxbusiness,UA-37-EDI-EWR,,9:05 AMDec 01,,,12:09 PMDec 01,
~356~,allegiantair,UA-37-EDI-EWR,,9:05 AMDec 01,,,12:09 PMDec 01,
~357~,boston,UA-37-EDI-EWR,,9:05 AMDec 01,,,12:00 PMDec 01,
~358~,travelocity,UA-37-EDI-EWR,Dec 01 - 9:05am,Dec 01 - Contact Airline,~Not provided by airline~,Dec 01 - 11:53am,Dec 01 - Contact Airline,~Not provided by airline~
~359~,orbitz,UA-37-EDI-EWR,9:05aDec 1,8:52aDec 1,03A,11:53aDec 1,12:09pDec 1,B65
~360~,weather,UA-37-EDI-EWR,2011-12-01 09:05 AM,,,2011-12-01 11:53 AM,,
~361~,usatoday,UA-37-EDI-EWR,2011-12-01 09:05 AM,,,2011-12-01 11:53 AM,,
~362~,mytripandmore,UA-37-EDI-EWR,9:05aDec 1,8:52aDec 1,03A,11:53aDec 1,12:09pDec 1,B65
~363~,flightarrival,UA-37-EDI-EWR,2011-12-01 09:05 AM,,,2011-12-01 11:53 AM,,
~364~,ua,UA-3050-PHX-CLT,Thu_ Dec 1 11:05 AM,Thu_ Dec 1 11:30 AM,A30,Thu_ Dec 1 4:57 PM,Thu_ Dec 1 5:05 PM,B5
~365~,airtravelcenter,UA-3050-PHX-CLT,,12/1/11 11:45 AM (-07:00),,,12/1/11 5:00 PM (-05:00),
~366~,myrateplan,UA-3050-PHX-CLT,,12/1/11 11:45 AM (-07:00),,,12/1/11 5:00 PM (-05:00),
~367~,helloflight,UA-3050-PHX-CLT,,12/1/11 11:45 AM (-07:00),,,12/1/11 5:00 PM (-05:00),
~368~,flytecomm,UA-3050-PHX-CLT,,12/1/11 11:45 AM (-07:00),,,12/1/11 5:00 PM (-05:00),
~369~,flightaware,UA-3050-PHX-CLT,2011-12-01 11:05AM MST,2011-12-01 11:45AM MST,,2011-12-01 04:37PM EST,2011-12-01 04:57PM EST,
~370~,wunderground,UA-3050-PHX-CLT,2011-12-01 11:05AM MST,2011-12-01 11:45AM MST,,2011-12-01 04:37PM EST,2011-12-01 04:57PM EST,
~371~,flights,UA-3050-PHX-CLT,11:05 AM  Thu 01-Dec-2011,11:30 AM  Thu 01-Dec-2011,A30,04:57 PM  Thu 01-Dec-2011,05:05 PM  Thu 01-Dec-2011,B5
~372~,businesstravellogue,UA-3050-PHX-CLT,11:05 AM  Thu 01-Dec-2011,11:30 AM  Thu 01-Dec-2011,A30,04:57 PM  Thu 01-Dec-2011,05:05 PM  Thu 01-Dec-2011,B5
~373~,flylouisville,UA-3050-PHX-CLT,11:05 AM  Thu 01-Dec-2011,11:30 AM  Thu 01-Dec-2011,A30,04:57 PM  Thu 01-Dec-2011,05:05 PM  Thu 01-Dec-2011,B5
~374~,flightstats,UA-3050-PHX-CLT,2011-12-01 11:05 AM,2011-12-01 11:30 AM,,2011-12-01 4:57 PM,2011-12-01 5:05 PM,
~375~,quicktrip,UA-3050-PHX-CLT,2011-12-01 11:05 AM,2011-12-01 11:30 AM,,2011-12-01 4:57 PM,2011-12-01 5:05 PM,
~376~,world-flight-tracker,UA-3050-PHX-CLT,2011-12-01 11:05 AM,2011-12-01 11:30 AM,,2011-12-01 4:57 PM,2011-12-01 5:05 PM,
~377~,flightview,UA-3050-PHX-CLT,11:05 AM_ Dec 01,11:45 AM_ Dec 01,,4:57 PM_ Dec 01,5:03 PM_ Dec 01,
~378~,panynj,UA-3050-PHX-CLT,11:05 AM_ Dec 01,11:45 AM_ Dec 01,,4:57 PM_ Dec 01,5:03 PM_ Dec 01,
~379~,gofox,UA-3050-PHX-CLT,11:05 AM_ Dec 01,11:45 AM_ Dec 01,,4:57 PM_ Dec 01,5:03 PM_ Dec 01,
~380~,foxbusiness,UA-3050-PHX-CLT,11:05 AM_ Dec 01,11:45 AM_ Dec 01,,4:57 PM_ Dec 01,5:03 PM_ Dec 01,
~381~,allegiantair,UA-3050-PHX-CLT,11:05 AM_ Dec 01,11:45 AM_ Dec 01,,4:57 PM_ Dec 01,5:03 PM_ Dec 01,
~382~,boston,UA-3050-PHX-CLT,11:05 AM_ Dec 01,11:45 AM_ Dec 01,,4:57 PM_ Dec 01,5:03 PM_ Dec 01,
~383~,travelocity,UA-3050-PHX-CLT,Dec 01 - 11:05am,Dec 01 - Contact Airline,~Not provided by airline~,Dec 01 - 4:57pm,Dec 01 - Contact Airline,~Not provided by airline~
~384~,orbitz,UA-3050-PHX-CLT,11:05aDec 1,11:30aDec 1,-,4:57pDec 1,5:05pDec 1,-
~385~,weather,UA-3050-PHX-CLT,2011-12-01 11:05 AM,,,2011-12-01 04:57 PM,,
~386~,usatoday,UA-3050-PHX-CLT,2011-12-01 11:05 AM,,,2011-12-01 04:57 PM,,
~387~,mytripandmore,UA-3050-PHX-CLT,11:05aDec 1,11:30aDec 1,-,4:57pDec 1,5:05pDec 1,-
~388~,flightwise,UA-3050-PHX-CLT,2011-12-01 11:05AM MST,2011-12-01 11:45AM MST,,2011-12-01 04:37PM EST,2011-12-01 04:57PM EST,
~389~,ua,UA-3099-PHX-PHL,Thu_ Dec 1 11:55 AM,Thu_ Dec 1 11:55 AM,B14,Thu_ Dec 1 6:17 PM,Thu_ Dec 1 5:38 PM,A12
~390~,airtravelcenter,UA-3099-PHX-PHL,,12/1/11 11:55 AM (-07:00),,,12/1/11 5:34 PM (-05:00),
~391~,myrateplan,UA-3099-PHX-PHL,,12/1/11 11:55 AM (-07:00),,,12/1/11 5:34 PM (-05:00),
~392~,helloflight,UA-3099-PHX-PHL,,12/1/11 11:55 AM (-07:00),,,12/1/11 5:34 PM (-05:00),
~393~,flytecomm,UA-3099-PHX-PHL,,12/1/11 11:55 AM (-07:00),,,12/1/11 5:34 PM (-05:00),
~394~,flightaware,UA-3099-PHX-PHL,2011-12-01 11:55AM MST,2011-12-01 11:55AM MST,,2011-12-01 06:07PM EST,2011-12-01 05:34PM EST,
~395~,wunderground,UA-3099-PHX-PHL,2011-12-01 11:55AM MST,2011-12-01 11:55AM MST,,2011-12-01 06:07PM EST,2011-12-01 05:34PM EST,
~396~,flights,UA-3099-PHX-PHL,11:55 AM  Thu 01-Dec-2011,11:43 AM  Thu 01-Dec-2011,B14,06:17 PM  Thu 01-Dec-2011,05:38 PM  Thu 01-Dec-2011,12
~397~,businesstravellogue,UA-3099-PHX-PHL,11:55 AM  Thu 01-Dec-2011,11:43 AM  Thu 01-Dec-2011,B14,06:17 PM  Thu 01-Dec-2011,05:38 PM  Thu 01-Dec-2011,12
~398~,flylouisville,UA-3099-PHX-PHL,11:55 AM  Thu 01-Dec-2011,11:43 AM  Thu 01-Dec-2011,B14,06:17 PM  Thu 01-Dec-2011,05:38 PM  Thu 01-Dec-2011,12
